language,filename,blank,comment,code,"http://cloc.sourceforge.net v 1.64  T=197.11 s (191.0 files/s, 16250.7 lines/s)"
Ruby,./spec/lib/gitlab/diff/position_tracer/line_strategy_spec.rb,233,530,1239
Ruby,./spec/controllers/projects/jobs_controller_spec.rb,338,1,1235
Ruby,./spec/features/projects/blobs/blob_show_spec.rb,316,110,1231
YAML,./.rubocop_todo/gitlab/namespaced_class.yml,0,0,1198
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.1/dast-report-format.json,0,0,1196
Ruby,./spec/models/issue_spec.rb,355,20,1190
Ruby,./spec/requests/api/internal/base_spec.rb,320,1,1182
SASS,./app/assets/stylesheets/page_bundles/xterm.scss,296,2,1157
Ruby,./spec/models/ci/runner_spec.rb,359,12,1146
JSON,./spec/fixtures/importers/bitbucket_server/activities.json,0,0,1146
Ruby,./spec/features/projects/pipelines/pipeline_spec.rb,284,3,1134
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/dast-report-format.json,0,0,1128
Ruby,./ee/spec/lib/gitlab/elastic/search_results_spec.rb,297,23,1125
Ruby,./spec/controllers/projects/pipelines_controller_spec.rb,297,10,1110
Ruby,./ee/spec/services/quick_actions/interpret_service_spec.rb,372,1,1110
Javascript,./ee/spec/frontend/epic/store/actions_spec.js,140,0,1093
Javascript,./app/assets/javascripts/ide/lib/themes/solarized_dark.js,7,20,1083
Ruby,./spec/controllers/groups_controller_spec.rb,317,6,1076
Javascript,./ee/spec/frontend/vue_mr_widget/ee_mr_widget_options_spec.js,194,19,1074
Javascript,./app/assets/javascripts/ide/lib/themes/solarized_light.js,7,20,1074
Ruby,./ee/spec/requests/api/projects_spec.rb,326,7,1073
Javascript,./spec/frontend/monitoring/store/actions_spec.js,142,17,1064
YAML,./lib/gitlab/import_export/project/import_export.yml,6,27,1059
Ruby,./spec/models/clusters/cluster_spec.rb,375,1,1053
Ruby,./ee/spec/models/merge_request_spec.rb,300,6,1051
Javascript,./spec/frontend/content_editor/services/markdown_serializer_spec.js,106,3,1044
Ruby,./ee/spec/models/geo_node_status_spec.rb,297,4,1042
Ruby,./ee/spec/models/geo/project_registry_spec.rb,284,1,1041
Ruby,./spec/services/issues/update_service_spec.rb,333,5,1037
Ruby,./spec/requests/api/releases_spec.rb,323,1,1037
Ruby,./spec/models/application_setting_spec.rb,264,4,1034
Ruby,./spec/finders/issues_finder_spec.rb,313,6,1023
SASS,./app/assets/stylesheets/page_bundles/ide.scss,213,5,1016
Javascript,./ee/spec/frontend/security_dashboard/store/modules/vulnerabilities/actions_spec.js,166,0,1010
Ruby,./app/models/ci/pipeline.rb,255,92,1005
Ruby,./spec/lib/gitlab/git_access_spec.rb,275,11,990
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.5/cluster-image-scanning-report-format.json,0,0,977
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.1.0/cluster-image-scanning-report-format.json,0,0,977
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.6/cluster-image-scanning-report-format.json,0,0,977
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.4/cluster-image-scanning-report-format.json,0,0,977
Ruby,./spec/requests/rack_attack_global_spec.rb,251,8,976
SASS,./app/assets/stylesheets/framework/diffs.scss,200,26,976
Javascript,./ee/spec/frontend/requirements/components/requirements_root_spec.js,159,39,973
Ruby,./spec/services/todo_service_spec.rb,284,2,969
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.1.0/dependency-scanning-report-format.json,0,0,968
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.3/dependency-scanning-report-format.json,0,0,968
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.6/dependency-scanning-report-format.json,0,0,968
Ruby,./spec/models/packages/package_spec.rb,276,2,968
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.4/dependency-scanning-report-format.json,0,0,968
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.5/dependency-scanning-report-format.json,0,0,968
Ruby,./spec/features/projects/jobs_spec.rb,257,1,966
YAML,./.gitlab/ci/rails.gitlab-ci.yml,149,61,966
JSON,./spec/fixtures/security_reports/deprecated/gl-sast-report.json,0,0,964
JSON,./spec/fixtures/lib/kramdown/atlassian_document_format/complex_document.json,0,0,964
Ruby,./lib/api/users.rb,180,68,962
JSON,./spec/fixtures/lib/gitlab/import_export/group_exports/no_children/group.json,0,0,954
Ruby,./ee/spec/requests/api/members_spec.rb,303,1,953
Ruby,./spec/requests/api/ci/pipelines_spec.rb,255,2,944
Ruby,./spec/models/integrations/jira_spec.rb,257,13,939
Ruby,./spec/requests/api/ci/runners_spec.rb,277,3,938
Ruby,./ee/spec/models/vulnerabilities/finding_spec.rb,222,4,935
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.2/dependency-scanning-report-format.json,0,0,935
Ruby,./spec/support/shared_examples/services/container_registry_auth_service_shared_examples.rb,281,1,929
Ruby,./app/models/ci/build.rb,252,57,923
Ruby,./spec/services/merge_requests/update_service_spec.rb,267,2,919
Ruby,./spec/requests/lfs_http_spec.rb,284,6,915
Javascript,./spec/frontend/ide/stores/actions_spec.js,146,1,913
Javascript,./spec/frontend/lib/utils/url_utility_spec.js,155,4,912
Javascript,./spec/frontend/lib/utils/common_utils_spec.js,130,12,912
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.1.0/container-scanning-report-format.json,0,0,911
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.6/container-scanning-report-format.json,0,0,910
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.5/container-scanning-report-format.json,0,0,910
Ruby,./spec/requests/api/issues/issues_spec.rb,319,6,909
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.3/container-scanning-report-format.json,0,0,904
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.4/container-scanning-report-format.json,0,0,904
Ruby,./spec/lib/gitlab/ci/pipeline/seed/build_spec.rb,211,1,903
YAML,./spec/lib/gitlab/import_export/safe_model_attributes.yml,0,0,901
Ruby,./lib/gitlab/database/migration_helpers.rb,261,491,898
Javascript,./spec/frontend/pipelines/graph/mock_data.js,9,0,897
Ruby,./spec/policies/group_policy_spec.rb,289,1,892
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.4/secret-detection-report-format.json,0,0,892
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.3/secret-detection-report-format.json,0,0,892
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.5/secret-detection-report-format.json,0,0,892
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.1.0/secret-detection-report-format.json,0,0,892
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.6/secret-detection-report-format.json,0,0,892
Javascript,./spec/frontend/lib/utils/datetime_utility_spec.js,182,15,887
Javascript,./spec/frontend/vue_mr_widget/mr_widget_options_spec.js,193,8,875
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.3/coverage-fuzzing-report-format.json,0,0,874
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.4/coverage-fuzzing-report-format.json,0,0,874
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.6/coverage-fuzzing-report-format.json,0,0,874
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.5/coverage-fuzzing-report-format.json,0,0,874
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.1.0/coverage-fuzzing-report-format.json,0,0,874
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.1/dependency-scanning-report-format.json,0,0,873
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.2/container-scanning-report-format.json,0,0,871
Ruby,./ee/spec/models/issue_spec.rb,253,2,871
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.4/sast-report-format.json,0,0,869
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.5/sast-report-format.json,0,0,869
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.3/sast-report-format.json,0,0,869
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.1.0/sast-report-format.json,0,0,869
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.6/sast-report-format.json,0,0,869
Ruby,./ee/spec/lib/gitlab/git_access_spec.rb,212,17,868
Ruby,./spec/services/ci/pipeline_processing/atomic_processing_service_spec.rb,293,11,863
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.2/secret-detection-report-format.json,0,0,859
Ruby,./spec/lib/gitlab/auth/o_auth/user_spec.rb,199,6,855
Ruby,./spec/models/deployment_spec.rb,284,1,853
Ruby,./app/models/repository.rb,254,83,848
SASS,./app/assets/stylesheets/pages/projects.scss,196,11,848
Ruby,./lib/api/helpers/integrations_helpers.rb,8,13,844
Ruby,./spec/models/merge_request_diff_spec.rb,269,10,844
SASS,./app/assets/stylesheets/framework/variables.scss,103,4,841
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.2/coverage-fuzzing-report-format.json,0,0,841
Ruby,./spec/lib/gitlab/import_export/project/tree_restorer_spec.rb,228,5,837
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.2/sast-report-format.json,0,0,836
Go,./workhorse/main_test.go,171,19,831
Ruby,./spec/support/helpers/kubernetes_helpers.rb,106,16,830
Ruby,./ee/spec/services/ee/notification_service_spec.rb,233,14,827
SASS,./app/assets/stylesheets/framework/dropdowns.scss,165,26,823
Ruby,./spec/lib/gitlab/regex_spec.rb,130,42,821
Ruby,./spec/lib/gitlab/diff/file_spec.rb,213,1,821
Ruby,./spec/controllers/application_controller_spec.rb,275,3,819
JSON,./ee/spec/fixtures/security_reports/master/gl-license-scanning-report.json,0,0,817
SASS,./app/assets/stylesheets/pages/merge_requests.scss,189,11,810
Ruby,./spec/models/event_spec.rb,237,8,809
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.1/container-scanning-report-format.json,0,0,809
Javascript,./ee/spec/frontend/approvals/components/rule_form_spec.js,133,2,808
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/dependency-scanning-report-format.json,0,0,805
JSON,./spec/fixtures/security_reports/master/gl-sast-missing-scanner.json,0,0,802
Ruby,./spec/controllers/projects/notes_controller_spec.rb,231,13,802
Ruby,./spec/support/shared_examples/lib/gitlab/ci/ci_trace_shared_examples.rb,213,7,797
Javascript,./spec/frontend/diffs/store/mutations_spec.js,150,0,797
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.1/secret-detection-report-format.json,0,0,797
Javascript,./spec/frontend/monitoring/store/utils_spec.js,92,10,791
Javascript,./spec/frontend/notes/deprecated_notes_spec.js,191,16,790
SASS,./app/assets/stylesheets/pages/notes.scss,176,10,790
YAML,./spec/lib/gitlab/import_export/all_models.yml,0,0,789
SASS,./ee/app/assets/stylesheets/startup/startup-signin.scss,2,3,789
Javascript,./ee/spec/frontend/roadmap/mock_data.js,56,22,786
Ruby,./ee/spec/controllers/projects/merge_requests_controller_spec.rb,289,1,784
Ruby,./spec/models/concerns/issuable_spec.rb,213,12,781
Ruby,./ee/spec/requests/api/groups_spec.rb,233,2,781
Ruby,./spec/views/layouts/nav/sidebar/_project.html.haml_spec.rb,275,1,779
Ruby,./spec/lib/gitlab/auth/auth_finders_spec.rb,263,2,779
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.1/coverage-fuzzing-report-format.json,0,0,779
Ruby,./spec/helpers/projects_helper_spec.rb,240,5,776
Ruby,./lib/gitlab/git/repository.rb,200,165,775
Ruby,./ee/spec/requests/api/epics_spec.rb,271,3,775
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/14.0.1/sast-report-format.json,0,0,774
Ruby,./spec/models/commit_status_spec.rb,214,6,770
JSON,./spec/fixtures/grafana/dashboard_response.json,0,0,764
Ruby,./spec/lib/gitlab/auth_spec.rb,239,1,764
Ruby,./spec/services/projects/create_service_spec.rb,192,3,762
Ruby,./spec/services/merge_requests/refresh_service_spec.rb,175,12,760
Ruby,./spec/controllers/projects/clusters_controller_spec.rb,151,1,759
Ruby,./lib/gitlab/usage_data.rb,116,108,758
Javascript,./app/assets/javascripts/api.js,178,59,752
Javascript,./spec/frontend/diffs/store/utils_spec.js,114,23,747
Ruby,./ee/app/models/ee/project.rb,204,35,745
Javascript,./app/assets/javascripts/gfm_auto_complete.js,82,65,744
Ruby,./spec/features/merge_request/user_sees_merge_widget_spec.rb,168,10,744
Ruby,./spec/features/markdown/copy_as_gfm_spec.rb,118,29,742
Ruby,./spec/services/ci/register_job_service_spec.rb,213,10,742
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/cluster-image-scanning-report-format.json,0,0,741
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/container-scanning-report-format.json,0,0,741
Ruby,./spec/requests/api/maven_packages_spec.rb,275,13,741
Ruby,./ee/spec/lib/incident_management/oncall_shift_generator_spec.rb,181,12,739
Ruby,./spec/requests/api/ci/runner/jobs_request_post_spec.rb,183,4,736
Ruby,./spec/finders/merge_requests_finder_spec.rb,228,3,735
Javascript,./app/assets/javascripts/boards/stores/actions.js,115,8,733
Ruby,./spec/controllers/projects/feature_flags_controller_spec.rb,164,1,733
Ruby,./spec/routing/project_routing_spec.rb,141,97,732
Ruby,./spec/support/helpers/gpg_helpers.rb,51,5,730
Ruby,./spec/requests/api/repositories_spec.rb,176,7,730
JSON,./lib/gitlab/ci/parsers/security/validators/schemas/secret-detection-report-format.json,0,0,729
Javascript,./app/assets/javascripts/users_select/index.js,91,34,728
Ruby,./spec/models/ci/build_trace_chunk_spec.rb,225,1,726
SASS,./app/assets/stylesheets/pages/issuable.scss,155,12,725
Go,./workhorse/gitaly_test.go,177,22,723
Javascript,./spec/frontend/gfm_auto_complete_spec.js,143,3,723
Ruby,./config/initializers/1_settings.rb,86,174,719
Ruby,./ee/spec/lib/ee/gitlab/usage_data_spec.rb,92,5,713
Ruby,./spec/controllers/groups/clusters_controller_spec.rb,154,1,712
JSON,./ee/lib/ee/gitlab/ci/parsers/security/validators/schemas/coverage-fuzzing-report-format.json,0,0,711
Ruby,./spec/requests/api/ci/runner/jobs_artifacts_spec.rb,197,8,710
Ruby,./spec/lib/gitlab/diff/lines_unfolder_spec.rb,104,22,710
Javascript,./ee/spec/frontend/vue_shared/license_compliance/store/actions_spec.js,89,0,706
Ruby,./spec/features/users/login_spec.rb,239,10,706
JSON,./lib/gitlab/ci/parsers/security/validators/schemas/sast-report-format.json,0,0,706
Ruby,./spec/models/wiki_page_spec.rb,225,4,703
Javascript,./spec/frontend/issues/list/components/issues_list_app_spec.js,134,0,700
Javascript,./app/assets/javascripts/diffs/store/actions.js,140,25,699
Ruby,./spec/uploaders/object_storage_spec.rb,176,13,698
Ruby,./spec/requests/api/files_spec.rb,212,7,696
Ruby,./spec/services/groups/transfer_service_spec.rb,180,4,696
Javascript,./ee/spec/frontend/vue_shared/security_reports/grouped_security_reports_app_spec.js,143,18,696
Javascript,./spec/frontend/notes/stores/mutation_spec.js,192,0,694
Ruby,./spec/lib/gitlab/ci/config/entry/job_spec.rb,161,4,693
Ruby,./spec/lib/gitlab/asciidoc_spec.rb,155,5,693
Ruby,./ee/spec/models/ee/vulnerability_spec.rb,215,5,691
Javascript,./spec/frontend/invite_members/components/invite_members_modal_spec.js,183,12,690
Ruby,./spec/models/member_spec.rb,215,3,690
Ruby,./spec/models/snippet_spec.rb,231,1,689
Ruby,./app/models/group.rb,207,62,689
Ruby,./spec/support/shared_examples/requests/api/conan_packages_shared_examples.rb,216,4,688
Javascript,./spec/frontend/environments/graphql/mock_data.js,4,0,687
Javascript,./app/assets/javascripts/filtered_search/filtered_search_manager.js,123,41,687
Ruby,./spec/lib/gitlab/ci/config_spec.rb,137,3,683
XML,./spec/fixtures/aosp_manifest.xml,4,0,681
Ruby,./spec/lib/gitlab/usage_data/topology_spec.rb,45,8,679
Ruby,./ee/spec/models/geo_node_spec.rb,211,1,679
Javascript,./spec/frontend/sidebar/mock_data.js,32,5,678
Javascript,./spec/frontend/ide/stores/actions/file_spec.js,155,0,675
Ruby,./spec/models/integration_spec.rb,166,2,667
Ruby,./spec/features/projects/pipelines/pipelines_spec.rb,167,4,667
Javascript,./spec/frontend/design_management/pages/index_spec.js,136,6,663
Ruby,./ee/spec/finders/epics_finder_spec.rb,198,6,662
Ruby,./ee/spec/models/application_setting_spec.rb,185,8,662
Ruby,./spec/lib/gitlab/diff/position_spec.rb,152,1,660
Javascript,./spec/frontend/pipelines/components/dag/mock_data.js,8,8,658
Javascript,./spec/frontend/pipelines/pipelines_spec.js,143,3,658
Ruby,./spec/requests/api/issues/get_project_issues_spec.rb,225,1,655
Ruby,./spec/controllers/admin/users_controller_spec.rb,199,1,655
Javascript,./ee/spec/frontend/api_spec.js,99,0,652
Javascript,./spec/frontend/monitoring/components/charts/time_series_spec.js,122,5,651
Ruby,./spec/controllers/projects/environments_controller_spec.rb,192,9,648
Javascript,./ee/spec/frontend/vue_shared/security_reports/store/mutations_spec.js,142,2,644
Ruby,./ee/spec/models/epic_spec.rb,195,6,644
Ruby,./spec/models/commit_spec.rb,190,12,643
Javascript,./app/assets/javascripts/notes/stores/actions.js,143,13,642
Ruby,./spec/models/clusters/platforms/kubernetes_spec.rb,174,1,642
Ruby,./spec/services/ci/create_downstream_pipeline_service_spec.rb,163,11,637
Ruby,./ee/spec/controllers/projects_controller_spec.rb,166,1,637
Javascript,./ee/spec/frontend/security_dashboard/store/modules/vulnerabilities/data/mock_data_vulnerabilities.js,0,0,637
Javascript,./spec/frontend/monitoring/components/dashboard_spec.js,162,10,636
Ruby,./spec/features/admin/admin_settings_spec.rb,172,6,634
Ruby,./spec/services/system_notes/issuables_service_spec.rb,201,6,634
Javascript,./spec/frontend/ide/components/repo_editor_spec.js,120,16,634
Javascript,./spec/frontend/boards/mock_data.js,54,2,632
Javascript,./spec/frontend/vue_mr_widget/components/states/mr_widget_ready_to_merge_spec.js,159,8,630
Ruby,./app/policies/project_policy.rb,137,52,630
Ruby,./ee/spec/models/ee/iteration_spec.rb,179,4,628
Javascript,./spec/frontend/vue_shared/security_reports/mock_data.js,13,15,627
Ruby,./ee/spec/requests/api/issues_spec.rb,201,3,625
Ruby,./ee/app/models/license.rb,138,17,623
YAML,./.rubocop.yml,97,31,623
Ruby,./ee/spec/factories/vulnerabilities/findings.rb,26,1,621
Javascript,./spec/frontend/pipelines/mock_data.js,17,0,619
YAML,./spec/fixtures/markdown/markdown_golden_master_examples.yml,78,147,615
Ruby,./spec/requests/api/ci/jobs_spec.rb,157,1,613
Ruby,./ee/spec/controllers/operations_controller_spec.rb,202,1,612
SASS,./app/assets/stylesheets/framework/typography.scss,136,16,611
Ruby,./spec/requests/users_controller_spec.rb,200,7,609
Ruby,./spec/presenters/project_presenter_spec.rb,147,2,607
Javascript,./app/assets/javascripts/vue_shared/components/file_icon/file_icon_map.js,3,0,607
Ruby,./ee/spec/services/security/store_report_service_spec.rb,168,10,601
Ruby,./app/services/notification_service.rb,181,110,601
Ruby,./spec/requests/api/branches_spec.rb,194,2,601
Ruby,./spec/support/shared_examples/models/relative_positioning_shared_examples.rb,206,15,601
Ruby,./spec/controllers/admin/clusters_controller_spec.rb,146,1,601
Ruby,./spec/controllers/projects/branches_controller_spec.rb,143,5,600
Ruby,./spec/lib/gitlab/git/commit_spec.rb,168,2,599
Ruby,./ee/spec/services/ee/issues/update_service_spec.rb,174,8,595
Javascript,./app/assets/javascripts/deprecated_jquery_dropdown/gl_dropdown.js,74,53,595
Ruby,./ee/spec/lib/gitlab/analytics/cycle_analytics/data_collector_spec.rb,171,9,595
Ruby,./lib/api/projects.rb,132,11,593
YAML,./lib/gitlab/usage_data_counters/known_events/ci_templates.yml,0,4,593
Javascript,./ee/spec/frontend/related_items_tree/store/mutations_spec.js,126,0,592
Javascript,./ee/app/assets/javascripts/boards/stores/actions.js,90,3,592
Javascript,./ee/spec/frontend/roadmap/store/actions_spec.js,56,0,590
Ruby,./spec/requests/api/search_spec.rb,224,1,590
Ruby,./spec/services/suggestions/apply_service_spec.rb,159,12,589
Ruby,./spec/lib/gitlab/ci/parsers/coverage/cobertura_spec.rb,109,3,588
Ruby,./spec/requests/api/issues/post_projects_issues_spec.rb,147,1,587
Ruby,./spec/lib/banzai/filter/references/label_reference_filter_spec.rb,177,10,586
Javascript,./config/webpack.config.js,78,50,586
Ruby,./spec/lib/gitlab/database/partitioning_migration_helpers/table_management_helpers_spec.rb,190,1,586
Javascript,./ee/spec/frontend/on_demand_scans_form/components/on_demand_scans_form_spec.js,97,8,584
Ruby,./spec/services/snippets/update_service_spec.rb,199,1,584
Javascript,./spec/frontend/ide/stores/utils_spec.js,85,5,582
Javascript,./spec/frontend/ide/stores/getters_spec.js,81,1,581
Javascript,./spec/frontend/monitoring/components/dashboard_panel_spec.js,121,1,580
Javascript,./spec/frontend/diffs/components/diff_file_header_spec.js,76,0,579
Javascript,./spec/frontend/integrations/edit/components/integration_form_spec.js,104,0,577
Ruby,./spec/lib/gitlab/git/diff_collection_spec.rb,205,2,576
Ruby,./spec/requests/api/members_spec.rb,141,4,574
Javascript,./spec/frontend/emoji/index_spec.js,88,2,572
Ruby,./spec/requests/api/feature_flags_spec.rb,128,1,572
Ruby,./spec/controllers/projects/project_members_controller_spec.rb,141,1,571
Javascript,./spec/frontend/diffs/components/app_spec.js,138,6,570
Ruby,./ee/spec/models/ci/build_spec.rb,179,1,567
Javascript,./spec/frontend/ref/components/ref_selector_spec.js,172,13,567
Javascript,./spec/frontend/monitoring/mock_data.js,31,4,565
Ruby,./spec/requests/api/lint_spec.rb,181,1,565
